date,Mkt.RF,SMB,HML,RMW,CMA,RF,CAT,IBM,MS,BHP,SAM,DD,GE,XOM,CSCO
17/11/2005,1.06,0.65,-0.12,-0.43,0.06,0.015,1.295990435,0.403657296,1.15180675,2.179879468,1.849458264,2.073737628,0.346838965,0.34913195,0.867312433
18/11/2005,0.43,0.32,-0.21,-0.01,0.13,0.015,-0.331171185,1.007654264,0.886806229,0,-0.074826043,1.193739022,3.096392498,1.504822016,-2.035542091
21/11/2005,0.6,0.41,-0.34,0.18,-0.29,0.015,0.747916604,-0.54835119,0.93260151,1.056890579,0.70856535,-1.499896614,1.250891557,1.904485749,0.234723783
22/11/2005,0.48,-0.01,0.02,0.33,-0.01,0.015,1.803067281,0.798677419,0.764627913,-0.838381969,-0.223214378,1.262274814,-0.387489314,0.487271149,1.281342194
23/11/2005,0.31,-0.29,0.18,-0.06,0.11,0.015,-1.284588879,0.916378277,1.581783359,-0.594211094,-1.274380065,-0.825211691,-0.333297788,0.351376826,0.921651156
25/11/2005,0.18,-0.12,-0.07,0.12,-0.01,0.015,-0.103473311,0,0.729681586,2.539621254,0.564229445,-0.021833713,0.720787102,0.400046078,0.628766996
28/11/2005,-1.01,-0.72,0.23,-0.13,0.15,0.015,-0.866564605,0.348538249,-1.940128783,-1.014336482,0.933364999,-0.634468993,-0.609596921,-2.305494993,-0.399657243
29/11/2005,0.01,0.31,0.24,0.19,0.08,0.015,-0.611111696,-0.011282716,0.246786789,0.216039547,0.666669136,1.481514397,-0.139026995,-0.683281953,0.171486487
30/11/2005,-0.43,1.1,-0.15,-0.32,0.05,0.015,1.183866504,-0.224688066,-1.36488391,-0.835793286,-0.110807031,-2.164228916,-0.586218579,-0.532845858,0.171152771
1/12/2005,1.27,0.55,0.05,0.02,0.1,0.015,2.089486981,0.348065985,1.646181789,1.572879948,0.442482294,-0.68750521,0.083950938,2.249242525,0.851572378
2/12/2005,0.05,0.06,-0.1,0.09,0,0.015,-0.322529567,-0.62967225,0.560232975,1.09557388,-1.035512212,-0.894041001,-0.701756087,-0.472883296,-0.283041829
5/12/2005,-0.3,-0.17,0.02,0.31,-0.19,0.015,-0.819566844,-0.248483396,0.261515558,-0.09083655,-0.521805135,-0.427468076,0.757684641,0.742067782,-0.79683159
6/12/2005,0.12,0.06,0.04,0.03,-0.14,0.015,0.802567221,0.799648657,-1.50881974,0.453372481,0.074714234,1.499363146,0.083851753,0.302047347,0.342304519
7/12/2005,-0.49,-0.11,0.05,-0.13,0.08,0.015,-1.749957791,-0.472269053,-0.478387787,-1.549941067,-1.202125671,-0.646204086,-0.6445299,-1.128791935,1.245051496
8/12/2005,-0.03,0.3,0.06,0.03,-0.04,0.015,-0.764388079,-1.384654105,0.106494926,-0.153231185,-2.139115219,-0.291074077,-0.620435601,0.675412282,-0.790524425
9/12/2005,0.27,0.2,0.05,-0.25,0.21,0.015,1.299501484,-0.607545568,-0.712261781,0.24506244,-1.870670294,0.067249858,0.507891842,-1.560398508,-0.511512564
12/12/2005,0.1,0.09,-0.09,0.14,0.08,0.015,-0.103371036,-1.168098947,0.995740921,1.397786772,1.445059291,0.246164797,0.056283005,0.613531004,-0.171039053
13/12/2005,0.44,-0.55,-0.19,0.37,-0.27,0.015,1.606872267,-2.652418108,1.492645813,-0.696447968,1.156524048,0.801433373,-0.225296977,0.339192831,-0.114279973
14/12/2005,0.34,-0.18,0.08,0.61,-0.04,0.015,-0.373764708,-0.695239316,0.121981395,-0.946401244,-0.38402505,-0.155352101,0.842235878,1.345455662,1.079873418
15/12/2005,-0.23,-0.58,-0.4,-0.15,0.09,0.015,-0.06812254,0.480005172,-0.926993982,-0.461229887,1.147682813,-1.004351644,0.640945932,-0.62003191,0.394938089
16/12/2005,-0.29,0.02,-0.06,-0.21,0.03,0.015,1.571650488,-0.19168284,-0.052752166,-0.463295835,-0.342922784,-1.947950756,0.166527757,-2.433133185,-1.360531534
19/12/2005,-0.73,-0.76,0.27,0.16,-0.09,0.015,-4.826184055,-0.734408638,-0.369850694,0.092825864,-2.355779876,-0.206051051,-0.66779893,-0.621940939,-0.285848452
20/12/2005,-0.02,0,0.03,0.12,-0.04,0.015,-0.158496856,-0.338886787,1.818546987,1.412838059,0.700937449,-0.87483446,-0.784728837,0.39784817,-0.920069219
21/12/2005,0.33,0.68,-0.31,-0.1,-0.06,0.015,0.597437785,0.77291174,0.690771829,1.783284621,-1.210247081,1.080885511,-0.620970425,-0.571324294,-0.579376005
22/12/2005,0.45,0.11,-0.06,-0.4,0.16,0.015,2.371792111,0.120271674,0.634644428,-1.326909139,-0.669945363,0.8880786,0.993084789,-0.871852498,0.463765776
23/12/2005,0.08,0.27,-0.01,-0.09,0.11,0.015,0.102580618,0.311900261,-0.119734304,0.303122636,0.591367756,1.104727873,0,0,0.346430485
27/12/2005,-1,-0.43,0.15,-0.23,0.13,0.015,-1.065291642,-0.588636593,-0.73890927,-1.956055478,-0.078651202,-0.900916716,-1.02157324,-2.177641765,-0.578069016
28/12/2005,0.19,0.39,0.1,0.08,-0.11,0.015,-0.086424737,0.060208803,-0.60546186,2.769923978,-1.42633562,0.806048358,0.142513789,0.677858699,0.23163853
29/12/2005,-0.27,0.01,0.24,-0.11,0.06,0.015,0.517356458,-0.773675625,-0.871383118,0.92632843,-0.439904729,-0.113100278,0.227562796,-0.017841873,-0.289591257
30/12/2005,-0.5,-0.16,0.24,-0.09,0.09,0.015,-0.638469151,-0.243061167,-0.685010875,-0.596629794,0.200196259,-0.795508128,-0.398644856,-0.124520114,-0.698484586
3/01/2006,1.5,-0.15,0.16,0.18,-0.32,0.017,0.051947689,-0.170411336,2.729394448,4.619341513,-0.200196259,0.250638641,0.90885769,4.013114897,1.909236764
4/01/2006,0.46,0.31,0.03,-0.44,0.33,0.017,2.511448496,-0.134198003,0.068589756,2.232061035,0.917616634,-1.144678791,-0.141474306,0.170836806,2.266338533
5/01/2006,0.03,0.23,-0.1,-0.55,0.2,0.017,0,0.668959093,0.273847098,-2.060768351,-0.198771685,2.591060954,-0.255164884,-0.496292391,2.762615484
6/01/2006,0.92,0.1,-0.24,-0.04,0.14,0.017,1.971286485,2.926392074,0.102485853,1.948918133,-0.518648689,0.804471862,0.678944261,1.953999764,2.263031383
9/01/2006,0.45,0.51,-0.17,0.06,-0.03,0.017,1.803367284,-1.446495201,1.052993638,1.60938454,2.254396443,-0.849339804,-0.254021649,-0.050506343,1.533222224
10/01/2006,0.05,0.59,0.02,-0.14,-0.09,0.017,-0.406990789,0.405226147,0.050651986,-1.441670697,0.584907119,0.067290405,-0.538496256,0.771426978,-0.473313718
11/01/2006,0.28,-0.28,-0.11,-0.36,0.17,0.017,0.048898468,0.118874602,1.046254131,1.248803016,2.039712855,-0.96924948,0.679713185,0.682588438,2.241407507
12/01/2006,-0.65,0.08,0.01,-0.14,0.07,0.017,1.424721618,-0.715397118,-0.167973405,-1.865073066,-1.149434089,-1.805554149,-1.221062027,-1.050754114,-1.036264413
13/01/2006,0.17,0.16,0.1,0.02,-0.04,0.017,0.19266431,-0.479811951,-0.151474015,0.700012854,1.870640466,-0.439160994,0.285294561,2.205526337,-1.469143318
17/01/2006,-0.4,-0.24,0.22,0.43,-0.28,0.017,1.005687575,-0.204608681,-0.964536298,2.04371946,-1.639697334,-1.305646361,-0.456888008,0.930542215,-1.276529856
18/01/2006,-0.35,0.39,0.29,-0.32,0.21,0.017,-1.348588134,0.959263625,-0.614043337,-1.876449772,-0.733169404,-0.777496008,-0.344026827,-1.407339146,0.267289598
19/01/2006,0.63,0.96,-0.11,0.04,0.13,0.017,1.029168424,-0.850892151,1.528050223,3.610878942,1.422831128,0.518988834,-0.402898883,1.3423207,1.536456734
20/01/2006,-1.8,0.49,0.5,0.36,0.26,0.017,-2.806584277,-2.103976202,-2.559876477,-1.73442917,-0.305927569,-1.493430912,-3.850551721,-1.589844497,-2.717983897
23/01/2006,0.18,0.27,0.43,0.33,-0.21,0.017,0.426850493,0.061366157,1.083133511,1.680688003,0.15307695,1.328577727,-0.240017565,1.100819347,-1.909002819
24/01/2006,0.44,1.03,0.07,-0.08,-0.03,0.017,0.506590332,-0.690244565,0.3584521,0.402415346,-0.076514925,0.258913764,-0.996289604,-0.392930177,0.931783882
25/01/2006,-0.22,-0.05,-0.1,-0.08,-0.09,0.017,1.16674131,0.074219753,0.814515773,3.757146506,-0.652718795,1.793857534,-0.608646325,-1.237931864,1.300815056
26/01/2006,0.79,0.86,0.01,0.03,-0.03,0.017,4.873648856,-0.235095793,1.343003041,0.051616888,1.187075038,-0.532433946,0.790558048,-0.432744086,0.053856291
27/01/2006,0.67,-0.19,-0.17,0.08,-0.31,0.017,3.557289516,0.37093697,1.341627775,1.712036508,0.114129746,-2.11125465,-0.212233651,2.21058338,1.070666816
30/01/2006,0.1,-0.19,0.23,0.12,-0.06,0.017,-0.773025673,0.75008811,-0.181119705,0.379315449,-1.339725301,0.708716692,-0.060699836,2.926257064,0.584048548
31/01/2006,-0.21,0.56,-0.01,-0.07,-0.38,0.017,1.319460752,-0.405111381,1.277457964,-0.430013513,-0.192867944,-0.424661499,-0.548112607,-0.572084512,-1.708571654
1/02/2006,0.14,0.09,0.03,-0.37,0.43,0.018,1.954223082,0.78409452,0.616448051,-0.635730624,-1.008937565,0.047287361,1.183763839,-1.283067542,0.053856291
2/02/2006,-0.88,-0.24,-0.06,0.21,0,0.018,-1.235209025,-0.870202891,-0.909853481,-2.061908819,-2.447808801,-1.069002983,-0.726843041,0,-1.136704408
3/02/2006,-0.51,0.25,0.02,-0.02,-0.03,0.018,-0.380886331,-1.563324165,0.277100278,-0.65317065,0.677162502,-1.370761318,-0.152055687,-0.908087632,-1.204798729
6/02/2006,0.1,0.41,0.52,0.35,0,0.018,0.833155398,-0.576879831,0.470884474,1.637854763,0.158663259,-0.631516985,-0.304865111,0.94032609,-1.778824149
7/02/2006,-0.92,-0.57,-0.24,-0.43,0.41,0.018,-2.267095465,0.426737278,-1.963079221,-4.69863018,1.10367695,-0.709142613,-1.352657385,-2.318043334,1.447680855
8/02/2006,0.77,-0.33,-0.09,-0.18,0.41,0.018,2.427061475,1.433459515,1.215094469,-1.662407241,0.936409496,-0.196467881,1.322131493,0.265296647,6.991369175
9/02/2006,-0.19,-0.21,-0.27,-0.05,0.31,0.018,-0.524533049,-0.49626761,-0.146983079,1.283309829,-0.77973496,1.77897682,0.548250469,-0.781329792,0.770254728
10/02/2006,0.15,-0.38,-0.02,0.01,0.07,0.018,0.437290042,1.150083973,-1.432253389,-2.750479348,0.273605799,1.462689654,1.087592609,-0.821126045,1.068409983
13/02/2006,-0.47,-0.49,0.18,0.04,0.16,0.018,-0.189266901,-1.10034709,-0.832482386,-2.256137158,-0.626478165,0.16648877,-0.090174902,0.285642526,-1.068409983
14/02/2006,1.01,0.22,-0.12,-0.09,-0.03,0.018,2.304918069,0.804815954,0.433740607,3.089267818,1.674820129,1.743285117,0.629591623,-0.083939991,0.764302792
15/02/2006,0.41,0.35,-0.5,-0.05,-0.05,0.018,1.946198768,-0.296455828,1.306591408,-0.749504551,1.533192164,1.368427458,0,0.352007841,1.210904835
16/02/2006,0.75,0.11,0.19,0.1,0.08,0.018,0.501522989,0.074194803,0.720381615,0.777171809,0.606751933,1.304515393,-0.329275933,0.816622075,0.200399547
17/02/2006,-0.16,0.03,0.33,0.09,0.17,0.018,0.124981714,-0.247480175,-0.802578593,0.358777794,-1.715965809,-0.41008645,0.776616299,0.496709367,-0.602386207
21/02/2006,-0.38,-0.13,0.1,0.57,-0.27,0.018,0.746687581,-0.260527483,-0.065804094,2.179895635,0.192119179,-0.68730357,-0.746667335,0.346215876,-1.419928327
22/02/2006,0.73,0.01,-0.08,-0.32,-0.17,0.018,0.645470646,1.050375404,1.324082581,0.296067611,-1.3526699,-0.738340422,0.835858233,-0.826309212,0.458623365
23/02/2006,-0.29,0.18,-0.25,0.02,0.08,0.018,-0.976616223,-1.423745608,-1.192533914,-1.652947249,-0.781257865,0.254389717,-0.390092389,-0.716139783,0.253853881
24/02/2006,0.19,0.36,0.18,-0.05,-0.01,0.018,0.482616279,-0.124742938,-0.032837086,0.136518902,0,0.322911961,-0.361440606,0.981275472,0.657095144
27/02/2006,0.4,0.11,-0.33,-0.39,0.33,0.018,1.094371177,0.659496351,-0.148106648,-0.79441769,3.278982282,0.321859089,0.541657649,-0.830958126,0.602702811
28/02/2006,-1.1,-0.18,0.09,0.07,0.13,0.018,-0.573077699,-0.484883982,-1.794037467,-0.745343358,1.431825516,-1.247137367,-1.3597386,-0.922159673,1.34295538
1/03/2006,0.9,0.61,-0.02,-0.34,0.37,0.016,1.776737592,-0.424630341,0.784717222,1.554726178,0.261532005,2.138226326,-0.335216819,1.620648017,3.971503745
2/03/2006,-0.16,-0.05,0.09,0.01,0.03,0.016,-0.067261828,0.050088759,-0.567043082,0.986854028,-0.186737686,-0.616051107,0.274361527,0.841661575,-0.858364916
3/03/2006,-0.15,-0.01,-0.05,0.13,0.01,0.016,0.362543481,0.024996424,-0.117146239,-0.684271091,-0.187087048,-0.045812297,0.637250721,0.213376818,0.763377128
6/03/2006,-0.75,-0.28,-0.11,-0.18,0.01,0.016,-1.880640228,0.050001939,0.334292587,-2.109439152,-3.622897575,-1.406677224,0.120929789,-1.6534552,0.047495138
7/03/2006,-0.4,-1.08,0.07,-0.01,-0.22,0.016,-0.246135192,0.361838123,-0.434820488,-2.931754352,2.037360456,-0.605634577,0.150926093,-0.216970387,-0.858787924
8/03/2006,0.14,-0.08,0.04,0.03,-0.03,0.016,-0.880050918,1.053059675,-0.993861477,-1.162150176,2.331805494,-0.538847835,0.84105112,-0.234199636,-0.047911625
9/03/2006,-0.51,0.04,0.29,0.07,0.14,0.016,-1.390853788,-0.147966559,-0.696529547,0.37916234,0.37105794,0,-0.69035247,-1.331874565,-2.0340191
10/03/2006,0.69,0.4,0.05,0.23,0.08,0.016,-0.632289517,0.676558198,0.781146736,1.416446889,0,0.515473488,1.346305105,0.440277124,1.842014206
13/03/2006,0.24,0.03,0.14,0.05,-0.11,0.016,0.070489827,0.44034178,-0.559746261,0.200716544,0.03703018,-0.468519141,0.05942732,0.774331382,0.192004894
14/03/2006,1,0.02,0.02,0.11,-0.22,0.016,1.31525903,1.152889002,2.087236945,1.563183415,1.067949776,1.259949431,0.326189967,1.942745021,1.852319788
15/03/2006,0.48,0.36,0.14,-0.18,0.37,0.016,3.214403665,0.601483402,-0.651788297,2.533891596,-0.366965549,1.1526276,1.876898932,0.344735306,0.890126438
16/03/2006,0.11,-0.12,0.27,0.25,0.05,0.016,0.81771233,-0.613528103,0.501769578,0.302012838,-1.705643839,0.502962552,-0.116307454,1.010950698,-0.890126438
17/03/2006,0.18,0.07,-0.3,-0.08,0,0.016,1.760118534,0.517506738,0.53245314,-0.246997816,0.410524928,-0.388430911,0.377390386,-0.961825978,1.72620423
20/03/2006,-0.07,0.09,-0.3,-0.33,-0.13,0.016,-0.499737442,0.335569728,0.182370012,-0.192579618,-0.410524928,-1.313522832,-0.028945367,-0.640818416,0.277111746
21/03/2006,-0.69,-0.48,-0.05,0.38,-0.15,0.016,-2.051230803,0.274862472,0.066231763,-1.918077355,0.224127853,-1.119712866,-0.464833274,0.098851346,-1.253207018
22/03/2006,0.62,0.52,0.05,0.39,-0.16,0.016,2.524741533,0.760720782,2.501156005,2.193046007,0.78053176,0.304479316,0.551735,0.54196707,0.046720576
23/03/2006,-0.18,0.59,0,0.3,-0.02,0.016,0.0656038,-1.491298171,-0.599156748,1.525901119,1.177783214,-0.680459535,-1.19447381,0.327072164,-0.046720576
24/03/2006,0.22,0.67,0.22,-0.16,-0.11,0.016,-1.001586293,0.192189372,-0.162520658,1.182779765,0.401683936,-0.519389715,-0.499492515,-0.130670654,-0.233845161
27/03/2006,-0.07,0.17,0.27,0.12,-0.04,0.016,-0.159090251,-0.336504106,1.05185524,1.248254244,-3.4479819,-0.047351796,-0.472391369,0.195970669,1.533171561
28/03/2006,-0.61,0.27,-0.06,0.13,-0.13,0.016,-0.678849061,-0.785448093,-0.096652772,-1.168076725,-1.904094084,-1.310954709,-0.56389872,-0.55629877,-1.67364124
29/03/2006,0.87,0.8,0.08,-0.27,0.17,0.016,-1.615756481,0.845645057,1.344438592,2.972735144,0.192045386,-0.278800035,0.977371264,0.539993531,1.118891258
30/03/2006,-0.16,0.09,-0.22,-0.33,-0.22,0.016,-1.738935084,0.084117769,1.138173061,4.163035174,-0.307452208,-0.218702126,2.099819145,-0.261418507,1.837442255
31/03/2006,-0.23,0.7,-0.05,-0.22,-0.03,0.016,-0.818291411,-0.88122559,-1.265452643,-0.924201388,0.115406822,-1.224067832,0.374446259,-0.42635032,-1.374945818
3/04/2006,0.07,-0.83,0.66,0.23,0.21,0.019,2.326176204,0.712838827,0.682213235,4.609790668,0.880388462,0.09852773,-0.259116492,0.278974905,-0.369848045
4/04/2006,0.54,-0.21,0.07,0.19,-0.28,0.019,2.41946176,0.468460021,1.599805287,0.692553604,2.55845407,0.196644402,0.02886826,1.172838277,-0.139043986
5/04/2006,0.42,0.04,0.28,0.03,0.06,0.019,0.661844677,0.85907131,0.062175521,3.461508033,2.058896258,0.612067362,-0.810171314,0.66175277,0.601145576
6/04/2006,-0.15,0.17,0.04,-0.16,-0.14,0.019,-0.19807744,-0.428567179,0.295025378,0,-0.987395131,-0.342319724,0.261082932,-0.112630182,-2.379423489
7/04/2006,-1.02,-0.15,-0.13,0.05,0.05,0.019,-0.969652967,-1.599677021,-1.138229914,-2.443422459,-0.036750598,-1.654501091,-1.400634547,-1.231627216,-1.76236329
10/04/2006,-0.02,-0.35,0.08,0.64,-0.15,0.019,0.70492007,-0.461806519,0.656446361,1.217560303,-2.080320193,-0.649558325,-0.323752702,0.989700917,0.861273802
11/04/2006,-0.83,-0.66,0.01,0.25,-0.11,0.019,1.591009536,-1.151543006,-1.879258186,1.340743226,-1.741804765,-1.083548224,0.382526289,0.096832264,0.190377575
12/04/2006,0.19,0.59,-0.05,-0.2,0.14,0.019,1.52753755,-0.506462044,0.556422175,0.229371712,1.328044536,0.45505062,1.196886949,-0.87475878,-0.047540328
13/04/2006,0.12,0.35,-0.13,-0.24,0.21,0.019,-1.162996617,1.511747015,-0.158696706,-1.128931126,-1.595778483,0.903778408,-1.667933784,0.162555943,0.758252241
17/04/2006,-0.28,0.11,0.25,0.63,-0.26,0.019,-0.638881839,-0.415569521,0.995371168,3.124892283,-0.114968395,-0.325406731,-1.786266148,0.792807367,-1.522331657
18/04/2006,1.71,0.7,0.05,0.1,0.04,0.019,3.167106933,2.02493132,3.141423228,4.005814796,3.98398805,-0.075260911,1.727242973,2.372909203,2.882294166
19/04/2006,0.33,0.89,-0.02,0,-0.33,0.019,0.07598483,-1.755804774,-0.73389398,1.626432438,0.5878048,1.765976348,0.059023175,1.189032467,-0.982921982
20/04/2006,0.01,-0.48,0.05,0.05,0.36,0.019,-0.957305556,0.195190196,-0.276657821,-5.340730402,-0.183314445,0.859211609,0.676390344,-0.592717389,-1.08775244
21/04/2006,-0.1,-0.14,0.21,0.37,-0.21,0.019,-0.128319658,-0.439874312,0.076926202,2.738677665,-0.625807307,0.487695867,-0.440598673,1.67547236,-1.678256884
24/04/2006,-0.3,-0.47,0.03,-0.28,-0.12,0.019,-0.631208164,0.549582416,0.429596062,-0.283612174,1.211246227,0.145845595,-0.117812667,-0.911816942,-1.903919083
25/04/2006,-0.44,0.39,-0.02,-0.05,0.24,0.019,-3.21742292,0.679679983,-1.449665128,-0.153046326,-0.622142903,0.072823292,0.117812667,-0.71675894,0.883221936
26/04/2006,0.2,-0.15,0.31,-0.23,0.06,0.019,1.352064881,0.819164839,0.06208032,0.480208385,0.220018428,0.966234128,0.469903211,-1.338092905,1.262188182
27/04/2006,0.24,-0.93,0.1,-0.29,0.31,0.019,-1.178713989,0.633909628,0.865657571,-3.4562534,-1.104979956,-0.481982458,0.87515159,-1.083498113,1.198710348
28/04/2006,0.05,0.35,0.47,0.67,-0.19,0.019,0.90184024,-1.853059213,-1.036581644,2.669225134,-0.074101522,-1.926611731,0.463639604,1.051812262,-0.143082941
1/05/2006,-0.41,0.02,0.35,0.05,0.14,0.02,-0.145364294,-0.133668603,-1.788814683,2.149664651,-0.2226346,2.600727393,-0.579876721,0.537531463,0.047719304
2/05/2006,0.54,0.26,0.52,0.34,0.18,0.02,2.416707753,0.230802708,1.539682602,1.344326722,0.85075416,0.287473141,0.261373816,1.951812678,2.030767536
3/05/2006,-0.31,0.39,0.05,-0.07,0.2,0.02,0.797007929,0.339115423,-1.128883495,-0.467388961,0.587585249,0.952374993,-0.232317899,-1.401401438,0.466412317
4/05/2006,0.37,0.54,-0.28,-0.13,0.12,0.02,0.905004382,-0.326998729,0.597371978,-0.426811941,0.329011453,0.590695076,1.156094591,-0.724011716,1.707077086
5/05/2006,1.04,-0.27,-0.02,0.13,-0.08,0.02,1.473688642,1.025916021,2.675473482,2.346082468,-0.255801345,0.047072699,1.029198066,1.083992666,-0.504438363
8/05/2006,-0.05,0.03,0.08,0.07,0.16,0.02,-0.100084166,-0.108542691,-0.198575244,-0.544634456,-1.251857291,0.914098701,-0.456105972,-0.454143536,0.045958031
9/05/2006,-0.01,-0.14,0.17,0.09,-0.07,0.02,1.540029769,0.409398156,0.533728989,3.305406352,1.871957764,0.209779748,0,0.360349691,-0.368341449
10/05/2006,-0.2,-0.49,0.47,0.13,-0.22,0.02,-0.209784373,-0.397307109,-0.824660665,-0.060973284,-3.968627606,-1.619556779,-0.860855781,0.407860295,-4.384381085
11/05/2006,-1.35,-1,0.31,0.47,0.04,0.02,-1.681315354,-0.532204082,-1.46756825,-1.248078813,-2.18023166,-1.42996428,-0.549088382,-0.659670631,-3.431709648
12/05/2006,-1.26,-0.79,-0.07,-0.2,0.3,0.02,-2.299545524,-0.0849088,-1.52096927,-1.618974249,0.616806107,-1.304660668,-0.668666227,-1.941167491,1.436012067
15/05/2006,0.04,-0.94,-0.27,0.28,0.01,0.02,-0.43788838,0.605021835,-1.946467109,-6.460805917,-1.315299426,-0.487565442,0.813512089,-0.386379488,1.075807973
16/05/2006,-0.12,0.14,0.38,0.14,-0.26,0.02,-0.167955624,-0.884577115,-0.016116678,1.572368326,0.582412829,1.093708071,0.663257058,-0.064508119,-1.716994733
17/05/2006,-1.66,0.1,0.21,-0.24,0.17,0.02,-1.866277237,-1.089158038,-3.392367512,-3.487920633,1.460437207,-1.240488139,-1.069185852,-2.914869586,-0.148524468
18/05/2006,-0.69,-0.32,0.16,-0.03,0.33,0.02,-1.714000542,-0.753395878,-0.216930531,-1.79069699,1.927133206,-0.736910815,-0.787528544,-0.483068751,0.543597906
19/05/2006,0.38,0.13,0.01,-0.03,0.37,0.02,-2.496755037,-0.472288931,0.133516858,0.162003644,0.857102322,1.176526688,0.029241376,0.93063891,2.818467849
22/05/2006,-0.55,-0.73,0.29,-0.04,0.02,0.02,0.123597877,-0.324406117,-1.292955083,-4.469369287,-1.269621189,-2.267287047,-0.263760871,0.544474222,-1.302184362
23/05/2006,-0.44,0.06,-0.08,0.27,-0.25,0.02,1.159725361,-0.23765834,-0.678257033,3.726582379,-2.357527392,-0.750554088,-0.176265658,-0.643756461,-1.122785479
24/05/2006,0.03,-0.13,-0.06,-0.17,0.03,0.02,-0.176544644,-0.062646351,0.559905936,-2.907681737,1.489426073,-1.060289764,0.73233321,-0.481306629,0.587382948
25/05/2006,1.22,0.67,-0.06,0.07,-0.04,0.02,0.501532433,0.450212145,1.127357108,3.302960323,3.20803719,0.808853851,0.465980487,2.335237689,0.146299646
26/05/2006,0.6,-0.1,-0.19,-0.09,0.04,0.02,0.620060016,0.758289298,1.329520957,2.248833682,-0.257305784,1.300636161,-0.261839622,0.09743959,-1.028669509
30/05/2006,-1.65,-0.8,0.2,-0.11,0.16,0.02,-3.083911342,-0.733349261,-2.439965361,-1.578065102,-2.082630087,-1.780101932,-0.818938405,-2.266478704,-2.694780164
31/05/2006,0.94,0.44,0.37,0.24,0.22,0.02,1.088874619,-0.324858278,0.859123739,-0.2308106,1.566027471,0.856394662,0.61479754,1.172512257,-0.45625537
1/06/2006,1.29,0.76,-0.16,-0.28,0.19,0.018,0.464931739,0.983877722,1.597354734,-1.654077969,1.213473202,0.799412391,0.842942567,0.327812215,4.082181993
2/06/2006,0.16,-0.02,0.19,0.1,-0.13,0.018,-0.657046955,-1.460598988,0.01651851,0.655556431,-1.732769621,1.604383368,0.317876492,0.879744128,-0.293120429
5/06/2006,-1.94,-1.19,0.28,-0.26,0.23,0.018,-4.89760397,-0.580127985,-3.254200607,-2.768396108,-1.009158256,-1.77873465,-1.277615243,-2.629557487,-2.777930503
6/06/2006,-0.28,-0.17,0,0.33,0.08,0.018,-1.233538269,0.881447306,0.425367882,-1.571766304,-0.263314051,-1.355078145,0.959738751,0.581169639,1.448196366
7/06/2006,-0.57,-0.01,-0.15,-0.42,0,0.018,-2.573734601,-0.767737785,0.406598322,-1.572155503,1.42111968,-1.271275082,-0.435121671,-2.650743145,-1.29743225
8/06/2006,0.01,-0.23,0.08,0.37,-0.16,0.018,0.224476444,-2.714970133,-0.270937416,-2.405545314,0.44460615,-1.054689113,0.493001388,1.267053123,-0.100455831
9/06/2006,-0.44,-0.24,0.01,0.18,0.11,0.018,0.937441503,0.775897974,0.355429047,-0.076070986,-0.816630389,-1.1443895,-1.456889836,-1.301047246,0.401374393
12/06/2006,-1.48,-1.26,0.28,0.31,-0.05,0.018,-1.793172654,-0.788886102,-1.68672258,-2.36274157,-0.748230216,-0.893318693,-0.588799998,-0.956947903,-2.484280411
13/06/2006,-1.15,-0.48,-0.39,0.19,-0.01,0.018,0.015069883,-0.116887057,-5.219773613,-5.611958726,-0.564863121,-1.999280425,-0.414187619,-2.768014082,-0.617910106
14/06/2006,0.46,0.12,-0.24,0.14,0.26,0.018,1.718886293,1.008777973,0.631641466,3.908342786,1.201211913,1.044608466,0.50272331,2.009694817,1.283088225
15/06/2006,2.33,1.13,0.17,-0.33,0.05,0.018,4.873335906,1.08785297,3.082017451,6.622242433,1.848481536,1.926451719,0.61757437,2.25800416,3.063212661
16/06/2006,-0.43,-0.71,-0.02,0.21,0.07,0.018,-0.424335749,-0.779493301,-0.594781112,-1.269751045,-0.330214952,-0.681880056,-0.529107883,-0.542736992,-1.194071037
19/06/2006,-1.01,-0.8,0.18,-0.35,0.18,0.018,-0.854076404,-0.35985211,-0.828135859,-3.311596813,-0.997230794,-0.925289536,-0.620832733,-2.427164659,-0.804019112
20/06/2006,-0.07,-0.37,0.05,0.05,0.02,0.018,1.475843372,0.411166197,0.880731571,1.873047082,1.437279184,0.371083343,-0.059320811,0,-0.455087523
21/06/2006,1.11,0.74,-0.19,0.01,-0.11,0.018,2.06340231,0.396717621,4.223784443,3.864391086,0.18277834,1.157625183,-0.089089496,1.160676691,1.708582983
22/06/2006,-0.52,0.21,0.14,0.37,-0.31,0.018,-0.262598588,-1.427755217,0.887112012,-0.171332303,2.131968812,-1.025395404,-0.540069917,-0.155098421,-1.911502848
23/06/2006,0.03,0.31,0.15,0.22,-0.35,0.018,-0.193863484,-0.116715734,-0.517909037,-0.762333655,0.214292939,0.946900208,-0.240945416,0.22398333,-0.407115124
26/06/2006,0.5,0.58,0.2,0.08,-0.11,0.018,0.470197618,0.064858646,1.165725032,0.049358249,0,1.093485893,0.150682164,1.231597182,-0.051041152
27/06/2006,-1,-0.68,0.29,0.35,-0.2,0.018,-1.15171324,-0.676297931,-0.597822746,-1.291325209,-0.393212296,-1.486922488,-0.998659729,1.401242846,-1.542469033
28/06/2006,0.47,-0.34,0.15,0.23,-0.02,0.018,1.468538242,-0.09134484,0.166439331,0.124900873,0.250402563,0.198883522,0.151964995,2.43453005,0.413641003
